id,start_date,end_date,how_masc,how_important,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,q0013,q0014,q0015,q0017,q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0022,q0024,q0025_0001,q0025_0002,q0025_0003,q0026,q0028,q0029,q0030,q0034,q0035,q0036,race2,racethn4,educ3,educ4,age3,kids,orientation,weight,masc_ind,masc_scale
615,2018-05-17T01:40:00Z,2018-05-17T01:58:00Z,Not at all masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Often,Often,Sometimes,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it",Rarely,Rarely,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,A lot,No,Yes,Sometimes,NA,NA,NA,NA,NA,NA,NA,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Straight,White,Post graduate degree,Florida,"$25,000-$49,999",South Atlantic,Android Phone / Tablet,White,White,College or more,Post graduate degree,18 - 34,No children,Straight,0.131578647,FALSE,NA
616,2018-05-17T01:46:00Z,2018-05-17T01:54:00Z,Somewhat masculine,No answer,Not selected,Not selected,Not selected,Pop culture,Not selected,Not selected,Yes,Sometimes,Sometimes,Often,Often,"Never, and not open to it","Never, and not open to it",Sometimes,Rarely,Rarely,Often,Often,Not selected,Your weight,Not selected,Not selected,Not selected,Your clothing or style,Not selected,Your mental health,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Not employed, NOT looking for work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Often,Not selected,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,Other (please specify),Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Gay,White,Some college,Texas,"$0-$9,999",West South Central,Android Phone / Tablet,White,White,Some college,Some college,35 - 64,No children,Gay/Bisexual,0.620528742,TRUE,moderate
617,2018-05-17T01:46:00Z,2018-05-17T01:53:00Z,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Friends,Other (please specify),Yes,Often,Often,Often,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it","Never, but open to it",Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working part-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,Some,No,Yes,Always,It?s the right thing to do,You make more money than your date,Not selected,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Georgia,"$150,000-$174,999",South Atlantic,MacOS Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.0749326,TRUE,NA
618,2018-05-17T01:52:00Z,2018-05-17T02:00:00Z,Very masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Sometimes,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Rarely,"Never, and not open to it","Never, and not open to it",Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,Florida,"$25,000-$49,999",South Atlantic,Android Phone / Tablet,White,White,Some college,Some college,65 and up,Has children,Straight,0.635442753,TRUE,NA
619,2018-05-17T01:56:00Z,2018-05-17T02:01:00Z,Somewhat masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Rarely,Rarely,Rarely,Rarely,"Never, and not open to it","Never, but open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, but open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Never,NA,NA,NA,NA,NA,NA,NA,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Widowed,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Washington,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.373985307,TRUE,NA
620,2018-05-17T01:58:00Z,2018-05-17T02:08:00Z,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Not selected,Other (please specify),No,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your ability to provide for your family, current or anticipated",Not selected,"Employed, working part-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,Only a little,No,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Colorado,"$75,000-$99,999",Mountain,Android Phone / Tablet,White,White,College or more,College or more,65 and up,Has children,Straight,0.452499589,TRUE,NA
621,2018-05-17T02:02:00Z,2018-05-17T02:06:00Z,Somewhat masculine,Not too important,Father or father figure(s),Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No answer,NA,NA,NA,NA,NA,NA,NA,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Missouri,"$200,000+",West North Central,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.069983836,TRUE,NA
622,2018-05-17T02:03:00Z,2018-05-17T02:08:00Z,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Other family members,Pop culture,Friends,Not selected,No,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Rarely,"Never, and not open to it",Sometimes,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Your mental health,Your physical health,Not selected,Not selected,Not selected,"Not employed, NOT looking for work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Maryland,"$125,000-$149,999",South Atlantic,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.076678628,TRUE,NA
623,2018-05-17T02:05:00Z,2018-05-17T02:10:00Z,Somewhat masculine,Somewhat important,Not selected,Not selected,Other family members,Pop culture,Friends,Not selected,Yes,Rarely,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it","Never, but open to it",Often,"Never, and not open to it","Never, but open to it","Never, and not open to it",Sometimes,Not selected,Your weight,Your hair or hairline,Your physique,Appearance of your genitalia,Your clothing or style,Sexual performance or amount of sex,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Not employed, NOT looking for work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Often,Not selected,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,Not selected,No children,Gay,White,College graduate,Tennessee,"$100,000-$124,999",East South Central,iOS Phone / Tablet,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.627590398,TRUE,moderate
624,2018-05-17T02:06:00Z,2018-05-17T02:13:00Z,Very masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Friends,Other (please specify),Yes,Sometimes,Sometimes,Often,Sometimes,"Never, and not open to it","Never, and not open to it",Sometimes,"Never, but open to it",Rarely,Rarely,Often,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,Not selected,Not selected,Not selected,"Not employed, NOT looking for work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Often,Not selected,You make more money than your date,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Gay,White,Post graduate degree,Georgia,Prefer not to answer,South Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,No children,Gay/Bisexual,0.0749326,TRUE,NA
625,2018-05-17T02:07:00Z,2018-05-17T02:13:00Z,Very masculine,Not too important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,No,Rarely,Sometimes,Sometimes,No answer,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Often,"Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Men make more money,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,A lot,No,Yes,Always,Not selected,You make more money than your date,Not selected,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Hispanic,Some college,California,"$50,000-$74,999",Pacific,Windows Desktop / Laptop,Non-white,Hispanic,Some college,Some college,65 and up,Has children,Straight,1.735458357,TRUE,high
